id_str,from_user,text,created_at,time,in_reply_to_user_id,user_followers_count,friends_count
1525595275481362432,Diah49900211,"RT @INABadminton: Adnan/Mychelle belum berhasil ke laga puncak. Terima kasih untuk medali perunggunya. 💪🏻🇮🇩

#BadmintonIndonesia #SEAGames2…",2022-06-09 22:16:28,2022-06-12 12:03:06,,0,10
1525595275481362432,Diah49900211,"RT @INABadminton: Apri/Fadia jadi wakil pertama Indonesia di final! Keren!

#BadmintonIndonesia #SEAGames2021 https://t.co/XuwI8hMzCT",2022-06-09 22:16:25,2022-06-12 12:03:06,,0,10
1525595275481362432,Diah49900211,"RT @INABadminton: Lepas dari tekanan, Putri Kusuma Wardani kalahkan wakil tuan rumah.

#BadmintonIndonesia #SEAGames2021 https://t.co/I94Sc…",2022-06-09 22:16:18,2022-06-12 12:03:06,,0,10
1525595275481362432,Diah49900211,"RT @INABadminton: Chico Aura Dwi Wardoyo dan Apriyani Rahayu didapuk menjadi kapten Tim Putra dan Putri SEA Games Vietnam 2021. ©️😎

#Badmi…",2022-06-09 22:16:12,2022-06-12 12:03:06,,0,10
1525595275481362432,Diah49900211,"RT @INABadminton: Ini hasil undian beregu putri SEA Games 2021.

Indonesia mendapat bye hingga otomatis ke semifinal dan pastikan raih meda…",2022-06-09 22:13:42,2022-06-12 12:03:06,,0,10
1004984013939879936,fayaqof,RT @ASTROARENA: Terbaring Ahmad Atif Irshad lepas kena illegal jab daripada pahlawan Filipina ni 😰  Doakan pahlawan Malaysia kita supaya ti…,2022-06-09 15:52:54,2022-06-12 12:03:06,,279,327
1192389223313096704,TitikTerangNews,#TimnasIndonesia mencetak sejarah dalam ajang Sea Games untuk pertama kali nya. Sejarah manis bola basket Indonesia… https://t.co/sHqIr5pufi,2022-06-09 14:55:21,2022-06-12 12:03:06,,3141,4665
1526766476392546304,JKhaefudin,"RT @iammoeslem21: 📢 Alhamdulillah.... Ustadz Rahmat Baequni (URB) PERCAYA akan kebenaran mimpi ilahi Muhammad Qasim bin Abdul Karim!

Maril…",2022-06-09 13:30:17,2022-06-12 12:03:06,,135,189
84974974,WiratamaJody,"RT @ainurohman: SF #SEAGames2021

Kalah. Gagal ke Final. ENAM juara beregu putra SEA Games beruntun, akhirnya terhenti.

🇮🇩 2 vs 🇹🇭 3

Indo…",2022-06-08 12:03:58,2022-06-12 12:03:06,,696,1228
865629740,iamsyafiqul,"RT @TeamMsia: Kalau senior bermain di home, tidak lupa juga #HarimauMalaya B-23 di Uzbekistan 🇺🇿 yang menentang juara #SEAGames2021, Vietna…",2022-06-08 11:54:59,2022-06-12 12:03:06,,477,605
226855602,PapaQQs,"RT @TeamMsia: Kalau senior bermain di home, tidak lupa juga #HarimauMalaya B-23 di Uzbekistan 🇺🇿 yang menentang juara #SEAGames2021, Vietna…",2022-06-08 07:44:36,2022-06-12 12:03:06,,944,1398
473720398,atik_amal,"RT @TeamMsia: Kalau senior bermain di home, tidak lupa juga #HarimauMalaya B-23 di Uzbekistan 🇺🇿 yang menentang juara #SEAGames2021, Vietna…",2022-06-08 06:57:06,2022-06-12 12:03:06,,460,1056
776303921803374592,AGTV_news,"Rumor Ernando Ari dipulangkan ke PSIS Semarang terus menyeruak. Wali Kota Semarang, Hendrar Prihadi pun berharap Er… https://t.co/WUHFQaxu9b",2022-06-08 06:40:12,2022-06-12 12:03:06,,185,901
902389612437422082,_hakimisuhaimi,"RT @TeamMsia: Kalau senior bermain di home, tidak lupa juga #HarimauMalaya B-23 di Uzbekistan 🇺🇿 yang menentang juara #SEAGames2021, Vietna…",2022-06-08 06:30:22,2022-06-12 12:03:06,,113,92
1006755205,kecixSAN,"RT @TeamMsia: Kalau senior bermain di home, tidak lupa juga #HarimauMalaya B-23 di Uzbekistan 🇺🇿 yang menentang juara #SEAGames2021, Vietna…",2022-06-08 06:22:09,2022-06-12 12:03:06,,162,295
1505699452631531524,txtdariesports,"RT @Esports_IDN: Semoga Luxxy bisa mewujudkan targetnya ya! 

Sc: Interview EsportsID
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
#EsportsID #EsportsIDQuote #BTR #BTRLuxx…",2022-06-08 05:57:26,2022-06-12 12:03:06,,45,66
1640837904,TrafalgarZul,"RT @TeamMsia: Kalau senior bermain di home, tidak lupa juga #HarimauMalaya B-23 di Uzbekistan 🇺🇿 yang menentang juara #SEAGames2021, Vietna…",2022-06-08 05:48:29,2022-06-12 12:03:06,,451,781
910695485442220032,Esports_IDN,"Semoga Luxxy bisa mewujudkan targetnya ya! 

Sc: Interview EsportsID
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
#EsportsID #EsportsIDQuote #BTR… https://t.co/wRuOF6sU0Q",2022-06-08 05:34:03,2022-06-12 12:03:06,,1687,116
206976345,saifuladzlan,"RT @TeamMsia: Kalau senior bermain di home, tidak lupa juga #HarimauMalaya B-23 di Uzbekistan 🇺🇿 yang menentang juara #SEAGames2021, Vietna…",2022-06-08 05:20:39,2022-06-12 12:03:06,,708,612
549062556,zkykb_,"RT @TeamMsia: Kalau senior bermain di home, tidak lupa juga #HarimauMalaya B-23 di Uzbekistan 🇺🇿 yang menentang juara #SEAGames2021, Vietna…",2022-06-08 05:18:32,2022-06-12 12:03:06,,584,277
2758957696,bro_arsenal,"RT @TeamMsia: Kalau senior bermain di home, tidak lupa juga #HarimauMalaya B-23 di Uzbekistan 🇺🇿 yang menentang juara #SEAGames2021, Vietna…",2022-06-08 05:06:24,2022-06-12 12:03:06,,2129,2102
399815217,TeamMsia,"Kalau senior bermain di home, tidak lupa juga #HarimauMalaya B-23 di Uzbekistan 🇺🇿 yang menentang juara… https://t.co/gVF680c7qQ",2022-06-08 05:00:01,2022-06-12 12:03:06,,620894,833
382460874,z_ray86,RT @ASTROARENA: Terbaring Ahmad Atif Irshad lepas kena illegal jab daripada pahlawan Filipina ni 😰  Doakan pahlawan Malaysia kita supaya ti…,2022-06-08 01:52:53,2022-06-12 12:03:06,,156,510
240793354,portalmediaid,"Atlet Gowa Peraih Emas di Sea Games Vietnam Terima Bonus Puluhan Juta dari Bupati

Terima Kasih Pak @AdnanPurichta… https://t.co/DSMFiHtgJb",2022-06-07 07:52:36,2022-06-12 12:03:06,,1372,1566
3993363553,nabil_azeem,"Tak tengok game pon dh agak akan bungkus balik awal 😅

Sukan #SEAGames2021 pon tak lepas ada hati nk bawa team yg s… https://t.co/hYlOa0Q5zL",2022-06-05 18:22:31,2022-06-12 12:03:06,,188,2454
969547219,alfateh_07,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 14:38:36,2022-06-12 12:03:06,,175,770
534602877,misterproff,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 13:11:32,2022-06-12 12:03:06,,273,271
3315628609,adibfahmi_,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 11:49:00,2022-06-12 12:03:06,,423,137
1003885706,pulirith,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 11:29:17,2022-06-12 12:03:06,,464,1141
370744295,Zuuu_Ismails,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 11:00:03,2022-06-12 12:03:06,,403,168
473720398,atik_amal,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 10:47:27,2022-06-12 12:03:06,,460,1056
1188251682,Muhd_Zahyd,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 10:42:06,2022-06-12 12:03:06,,786,574
1457999240802623494,MolekFM,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 10:34:33,2022-06-12 12:03:06,,211,62
380058469,emmanissss,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 09:48:02,2022-06-12 12:03:06,,636,490
1132521915048837120,cmslbn,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 09:30:38,2022-06-12 12:03:06,,3294,3567
1341390985188786179,nnajihah12_,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 09:21:48,2022-06-12 12:03:06,,959,1535
1878539364,amrlhaqiim,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 09:20:02,2022-06-12 12:03:06,,116,258
1640837904,TrafalgarZul,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 08:34:43,2022-06-12 12:03:06,,451,781
1507663448330555392,SPOSTid,"Raih Emas SEA Games, Timnas Basket Indonesia Diguyur Bonus Rp5 Miliar #NEWS #SEAGames2021 #SPOSTid
https://t.co/fWCln0J9v2 lewat @spost.id",2022-06-05 08:30:53,2022-06-12 12:03:06,,396,156
275848991,amrlhaikal,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 08:24:49,2022-06-12 12:03:06,,281,340
2495837437,AmirulfikriEmas,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 08:17:01,2022-06-12 12:03:06,,419,313
277440817,farizaumaira,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 08:11:45,2022-06-12 12:03:06,,280,630
1319652447929823238,naimkudo,"RT @TeamMsia: Lewat malam ini #HarimauMalaya B-23 akan turun berdepan skuad naib juara di #SEAGames2021 lepas, Thailand 🇹🇭.

Lawan yang buk…",2022-06-05 07:35:18,2022-06-12 12:03:06,,347,1771
